origin_state_ut,destination_group_code,destination_group_name,home_state_signature_weight,current_city_lifestyle_weight,national_modern_weight,overlay_meal_classes,planning_rule
West Bengal,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
West Bengal,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
West Bengal,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Andaman & Nicobar Islands,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Andaman & Nicobar Islands,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Andaman & Nicobar Islands,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Andaman & Nicobar Islands,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Andaman & Nicobar Islands,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Andaman & Nicobar Islands,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Andaman & Nicobar Islands,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Andaman & Nicobar Islands,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Andaman & Nicobar Islands,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Chandigarh,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Chandigarh,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Chandigarh,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Chandigarh,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Chandigarh,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Chandigarh,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Chandigarh,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Chandigarh,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Chandigarh,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Dadra & Nagar Haveli and Daman & Diu,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Dadra & Nagar Haveli and Daman & Diu,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Dadra & Nagar Haveli and Daman & Diu,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Dadra & Nagar Haveli and Daman & Diu,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Dadra & Nagar Haveli and Daman & Diu,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Dadra & Nagar Haveli and Daman & Diu,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Dadra & Nagar Haveli and Daman & Diu,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Dadra & Nagar Haveli and Daman & Diu,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Dadra & Nagar Haveli and Daman & Diu,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Delhi,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Delhi,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Delhi,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Delhi,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Delhi,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Delhi,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Delhi,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Delhi,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Delhi,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Jammu & Kashmir,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Jammu & Kashmir,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Jammu & Kashmir,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Jammu & Kashmir,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Jammu & Kashmir,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Jammu & Kashmir,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Jammu & Kashmir,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Jammu & Kashmir,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Jammu & Kashmir,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Ladakh,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Ladakh,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Ladakh,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Ladakh,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Ladakh,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Ladakh,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Ladakh,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Ladakh,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Ladakh,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Lakshadweep,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Lakshadweep,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Lakshadweep,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Lakshadweep,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Lakshadweep,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Lakshadweep,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Lakshadweep,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Lakshadweep,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Lakshadweep,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
Puducherry,HOME_STATE_TIER1,Home-state major city,0.7,0.2,0.1,BF_BREAD_MODERN_FAST|LD_MODERN_SALAD_BOWL|LD_OUTSIDE_DELIVERY_INDIAN|SN_BAKERY_CAFE,Use state signature with more delivery/modern breakfast.
Puducherry,HOME_STATE_TIER2,Home-state tier 2 city,0.8,0.15,0.05,BF_POHA_CHIVDA_LIGHT|LD_DAL_ROTI_SABZI|SN_TEA_BISCUIT_RUSK|DN_LIGHT_ROTI_SABZI,Use state signature strongly; lower delivery and more home food.
Puducherry,MUMBAI_PUNE,Mumbai/Pune/Thane/Navi Mumbai,0.55,0.3,0.15,BF_POHA_CHIVDA_LIGHT|LD_MAHARASHTRIAN_PITLA_BHAKRI|LD_MODERN_SALAD_BOWL|SN_STREET_CHAAT|DN_LIGHT_ROTI_SABZI,"Add poha, chaat/vada-pav, office lunch, health bowl; keep home-state dinner 3-4 days."
Puducherry,DELHI_NCR,Delhi NCR/Gurugram/Noida,0.55,0.3,0.15,BF_STUFFED_FLATBREAD|LD_RAJMA_CHOLE_LEGUME|LD_PANEER_RICH_GRAVY|LD_TANDOORI_GRILL_NONVEG|SN_STREET_CHAAT,Add paratha/chole/rajma/tandoori/delivery and North-style office eating.
Puducherry,BENGALURU_HYD_CHENNAI,Bengaluru/Hyderabad/Chennai,0.55,0.3,0.15,BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_CHICKEN_BIRYANI_PULAO|LD_MODERN_SALAD_BOWL,"Add idli/dosa, rice meals, biryani where nonveg, tech-city health/delivery."
Puducherry,KOLKATA_EAST,Kolkata/East metro,0.55,0.3,0.15,LD_BENGALI_VEG_DAL_BHAAT|LD_BENGALI_FISH_MEAL|SN_SWEET_REGIONAL|SN_STREET_CHAAT|BF_POHA_CHIVDA_LIGHT,"Add dal-bhaat-bhaja, fish if nonveg, sweets and chaats."
Puducherry,AHMEDABAD_SURAT,Ahmedabad/Surat/Vadodara,0.55,0.3,0.15,BF_JAIN_BREAKFAST|LD_GUJARATI_THALI|LD_JAIN_NO_ROOT_MAIN|SN_STEAMED_SNACK|SN_NAMKEEN_CHIVDA,Add Gujarati/Jain/veg snack-heavy pattern; nonveg not assumed unless explicit.
Puducherry,GOA_COASTAL,Goa/Kochi/Mangalore/coastal city,0.55,0.3,0.15,LD_FISH_CURRY_RICE|LD_COCONUT_VEG_STEW|LD_PRAWN_CRAB_COASTAL|BF_FERMENTED_CREPE_PAN|SN_NONVEG_SNACK,Add rice-fish/coastal coconut if nonveg; veg users get coconut stew/curd rice.
Puducherry,PAN_INDIA_PG_HOSTEL,PG/hostel/corporate relocation,0.45,0.25,0.3,BF_BREAD_MODERN_FAST|LD_ONE_POT_PRESSURE|LD_OUTSIDE_DELIVERY_INDIAN|SN_MOMO_NOODLES_SNACK|DN_ONE_POT_DINNER,Higher outside/one-pot/bread/noodles; ask kitchen access before recipes.
