deferred_dish_name,source_file,reason,reference_count,recommended_future_action
Sprouts poha,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Sticky rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Stuffed cheela roll,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Suji kheer,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Suran curry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Surmai fry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Sweet lassi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Sweet potato chaat,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Sweet potato sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tandoori chicken order,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tandoori chicken roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tandoori chicken salad,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tandoori fish,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tangdi kabab,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tawa roti pickle,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tawa sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tea biscuit,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tea cake,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tea only,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tehri chicken,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tempered curd rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tendli coconut curry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Thalassery chicken biryani,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Thali delivery,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Thenthuk,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Thepla curd,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Thin dal rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Thukpa cup,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tinda sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tingmo curry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Toast,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Toast butter jam,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Toast chai,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Toast only,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu bhurji,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu cubes,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu palak,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu palak roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu salad,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu stir fry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu tikka bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tofu veg plate,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Tori dal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Turai sabzi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Undhiyu light,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Undhiyu roti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Upma snack,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Varan bhaat,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,3,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vatana usal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg biryani,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg khichdi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg korma light,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg kurma,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg momos,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,3,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg noodles,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg pizza,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg poriyal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg puff,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg pulao,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg pulao cooker,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Veg sandwich,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable dalia,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable jalfrezi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable khichdi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable puda,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable sandwich,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable soup,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable soup dal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable stew,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable tahiri,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable thukpa,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vegetable upma,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Vrat kadhi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
White dhokla,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Yakhni pulao,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Zunka bhakri,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ajwain paratha curd,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ajwain paratha piece,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Apple puree,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Beet-carrot kosambari,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Boiled dal base,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Boiled egg if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Brown/red rice portion,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chana salad,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Cheese dosa,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken piece if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken soup if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chicken tikka if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Chopped bhindi,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Cucumber curd,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Curd bowl,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,5,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Curd rice cup,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Curd rice mash,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Curd set,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dairy-free curd alternative,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dal chilla mini,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dal rice ghee,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dal water rice mash,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
