cohort_id,state_ut,city_tier,main_cohort_id,sub_cohort_label,household_stage,cook_dependency,time_pressure,nonveg_mode,weekday_breakfast_class_mix,weekday_lunch_class_mix,weekday_snack_class_mix,weekday_dinner_class_mix,weekend_breakfast_class_mix,weekend_lunch_class_mix,weekend_snack_class_mix,weekend_dinner_class_mix
S01_T1_P11,Andhra Pradesh,Tier1_Metro,MC3,family_with_school_kids,family kids,cook/mother-managed,high,default,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE,SN_STREET_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_PANEER_HOME_DRY|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI,SN_STREET_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P12,Andhra Pradesh,Tier1_Metro,MC3,family_with_teenagers,family teens,cook/self,medium,default,BF_STUFFED_FLATBREAD|BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_RAJMA_CHOLE_LEGUME|LD_CHICKEN_HOME_CURRY|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_HEALTHY_PROTEIN_SNACK|SN_NONVEG_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_WEEKEND_INDULGENCE|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_RAJMA_CHOLE_LEGUME|LD_CHICKEN_HOME_CURRY|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_HEALTHY_PROTEIN_SNACK|SN_NONVEG_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_WEEKEND_INDULGENCE|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P13,Andhra Pradesh,Tier1_Metro,MC4,joint_multigeneration,joint family,home cook/skilled cook,medium,default,BF_STUFFED_FLATBREAD|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_FESTIVE_THALI|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE,SN_TEA_BISCUIT_RUSK|SN_FRIED_PAKORA_SAMOSA|SN_SOUTH_TIFFIN_SNACK|SN_STEAMED_SNACK|SN_CURD_CHAAS_LASSI|SN_BAKERY_CAFE,DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_STEAMED_FERMENTED_LIGHT|BF_POHA_CHIVDA_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST,LD_DAL_ROTI_SABZI|LD_SIMPLE_GREEN_VEG_SABZI|LD_FESTIVE_THALI|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL,SN_TEA_BISCUIT_RUSK|SN_FRIED_PAKORA_SAMOSA|SN_SOUTH_TIFFIN_SNACK|SN_STEAMED_SNACK|SN_CURD_CHAAS_LASSI|SN_BAKERY_CAFE,LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P14,Andhra Pradesh,Tier1_Metro,MC4,elderly_couple,elderly couple,self/caregiver,low,veg_default,BF_DIABETIC_LOW_GI|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_FERMENTED_CREPE_PAN|BF_RICE_LEFTOVER_BREAKFAST|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_LIGHT_KHICHDI|LD_GOURD_PUMPKIN_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_DIABETIC_LOW_GI|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_FERMENTED_CREPE_PAN|BF_RICE_LEFTOVER_BREAKFAST|BF_BREAD_MODERN_FAST|BF_POHA_CHIVDA_LIGHT,LD_LIGHT_KHICHDI|LD_GOURD_PUMPKIN_LIGHT|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_CURD_CHAAS_LASSI|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_KHICHDI_SOUP|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P15,Andhra Pradesh,Tier1_Metro,MC4,diabetic_low_gi_household,health condition,self/cook,medium,health_veg_or_default,BF_DIABETIC_LOW_GI|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_SIMPLE_GREEN_VEG_SABZI|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_KHICHDI_SOUP|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_DIABETIC_LOW_GI|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_SIMPLE_GREEN_VEG_SABZI|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_KHICHDI_SOUP|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P16,Andhra Pradesh,Tier1_Metro,MC4,bp_heart_conscious,health condition,self/cook,medium,health_veg_or_default,BF_STEAMED_FERMENTED_LIGHT|BF_OATS_MUESLI_FIT|BF_DIABETIC_LOW_GI|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_GOURD_PUMPKIN_LIGHT|LD_MODERN_SALAD_BOWL|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_LOW_CARB_DINNER|DN_CURD_RICE_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_STEAMED_FERMENTED_LIGHT|BF_OATS_MUESLI_FIT|BF_DIABETIC_LOW_GI|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_GOURD_PUMPKIN_LIGHT|LD_MODERN_SALAD_BOWL|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_FRUIT_CHAAT|SN_ROASTED_CHANA_NUTS|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LIGHT_DAL_RICE|DN_LOW_CARB_DINNER|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P17,Andhra Pradesh,Tier1_Metro,MC5,weight_loss_calorie_conscious,health/fitness,self/cook,high,health_veg_or_default,BF_OATS_MUESLI_FIT|BF_SPROUTS_FRUIT_CURD|BF_CHILLA_PROTEIN|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_MODERN_SALAD_BOWL|LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_HEALTHY_PROTEIN_SNACK|SN_FRUIT_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_GRILLED_TIKKA_BOWL|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_OATS_MUESLI_FIT|BF_SPROUTS_FRUIT_CURD|BF_CHILLA_PROTEIN|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_MODERN_SALAD_BOWL|LD_LOW_CARB_PROTEIN_PLATE|LD_HIGH_PROTEIN_VEG_PLATE|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_HEALTHY_PROTEIN_SNACK|SN_FRUIT_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_GRILLED_TIKKA_BOWL|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P18,Andhra Pradesh,Tier1_Metro,MC5,gym_high_protein,fitness,self/cook,medium,protein_nonveg,BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_CHICKEN_HOME_CURRY|LD_EGG_CURRY_BHURJI|LD_HIGH_PROTEIN_VEG_PLATE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_DAL_ROTI_SABZI,SN_EGG_SNACK|SN_HEALTHY_PROTEIN_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_GRILLED_TIKKA_BOWL|DN_NONVEG_HOME_DINNER|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_EGG_FAST|BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_LOW_CARB_PROTEIN_PLATE|LD_CHICKEN_HOME_CURRY|LD_EGG_CURRY_BHURJI|LD_HIGH_PROTEIN_VEG_PLATE|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_DAL_ROTI_SABZI,SN_EGG_SNACK|SN_HEALTHY_PROTEIN_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_GRILLED_TIKKA_BOWL|DN_NONVEG_HOME_DINNER|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P19,Andhra Pradesh,Tier1_Metro,MC5,vegetarian_protein,veg health,self/cook,medium,veg_only,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_DIABETIC_LOW_GI|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_HIGH_PROTEIN_VEG_PLATE|LD_SOY_TOFU_PROTEIN|LD_RAJMA_CHOLE_LEGUME|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_LIGHT_DAL_RICE|DN_CURD_RICE_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_CHILLA_PROTEIN|BF_SPROUTS_FRUIT_CURD|BF_DIABETIC_LOW_GI|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_POHA_CHIVDA_LIGHT,LD_HIGH_PROTEIN_VEG_PLATE|LD_SOY_TOFU_PROTEIN|LD_RAJMA_CHOLE_LEGUME|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_ROASTED_CHANA_NUTS|SN_HEALTHY_PROTEIN_SNACK|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_LOW_CARB_DINNER|DN_LIGHT_DAL_RICE|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P20,Andhra Pradesh,Tier1_Metro,MC5,strict_jain,jain family,home cook,medium,jain,BF_JAIN_BREAKFAST|BF_SPROUTS_FRUIT_CURD|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_JAIN_NO_ROOT_MAIN|LD_GUJARATI_THALI|LD_LIGHT_KHICHDI|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_STEAMED_SNACK|SN_FRUIT_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_FASTING_DINNER|DN_LIGHT_DAL_RICE|DN_CURD_RICE_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_KHICHDI_SOUP|DN_LIGHT_ROTI_SABZI,BF_JAIN_BREAKFAST|BF_SPROUTS_FRUIT_CURD|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_JAIN_NO_ROOT_MAIN|LD_GUJARATI_THALI|LD_LIGHT_KHICHDI|LD_VEG_BIRYANI_SPECIAL|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_DAL_ROTI_SABZI,SN_STEAMED_SNACK|SN_FRUIT_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_FASTING_DINNER|DN_LIGHT_DAL_RICE|LD_VEG_BIRYANI_SPECIAL|DN_CURD_RICE_LIGHT|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI
S01_T1_P21,Andhra Pradesh,Tier1_Metro,MC5,fasting_ritual,religious/ritual,home cook,medium,veg_default,BF_FASTING_PHALAHARI|BF_JAIN_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_FASTING_MAIN|LD_LIGHT_KHICHDI|LD_DAL_RICE_COMFORT|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE|LD_DAL_ROTI_SABZI,SN_FASTING_SNACK|SN_FRUIT_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_FASTING_DINNER|DN_KHICHDI_SOUP|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_FASTING_PHALAHARI|BF_JAIN_BREAKFAST|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_FASTING_MAIN|LD_LIGHT_KHICHDI|LD_DAL_RICE_COMFORT|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_DAL_ROTI_SABZI,SN_FASTING_SNACK|SN_FRUIT_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA,DN_FASTING_DINNER|DN_KHICHDI_SOUP|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P22,Andhra Pradesh,Tier1_Metro,MC5,cook_assisted_skilled,family with cook,skilled cook,low,default,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_FRIED_FESTIVE|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE,SN_FRIED_PAKORA_SAMOSA|SN_STREET_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_CURD_CHAAS_LASSI,DN_WEEKEND_INDULGENCE|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|DN_LIGHT_ROTI_SABZI,BF_STUFFED_FLATBREAD|BF_FERMENTED_CREPE_PAN|BF_FRIED_FESTIVE|BF_STEAMED_FERMENTED_LIGHT|BF_UPMA_DALIA_SEVAI|BF_RICE_LEFTOVER_BREAKFAST|BF_POHA_CHIVDA_LIGHT,LD_DAL_ROTI_SABZI|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_VEG_BIRYANI_SPECIAL|LD_OUTSIDE_DELIVERY_INDIAN|LD_SOUTH_SAMBAR_RASAM,SN_FRIED_PAKORA_SAMOSA|SN_STREET_CHAAT|SN_SOUTH_TIFFIN_SNACK|SN_TEA_BISCUIT_RUSK|SN_STEAMED_SNACK|SN_CURD_CHAAS_LASSI,DN_WEEKEND_INDULGENCE|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN|DN_LIGHT_ROTI_SABZI
S01_T1_P23,Andhra Pradesh,Tier1_Metro,MC5,cook_needs_instruction,working family with cook,cook needs instruction,medium,default,BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_RICE_LEFTOVER_BREAKFAST,LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI|LD_ONE_POT_PRESSURE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE|LD_SOUTH_TAMARIND_LEMON_RICE,SN_TEA_BISCUIT_RUSK|SN_LEFTOVER_ROLL|SN_SOUTH_TIFFIN_SNACK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_LIGHT_ROTI_SABZI|DN_LEFTOVER_THALI|DN_CURD_RICE_LIGHT|DN_LIGHT_DAL_RICE|LD_SOUTH_SAMBAR_RASAM|LD_SOUTH_CURD_RICE,BF_POHA_CHIVDA_LIGHT|BF_UPMA_DALIA_SEVAI|BF_PLAIN_FLATBREAD_SUBZI|BF_STEAMED_FERMENTED_LIGHT|BF_FERMENTED_CREPE_PAN|BF_RICE_LEFTOVER_BREAKFAST,LD_SIMPLE_GREEN_VEG_SABZI|LD_DAL_ROTI_SABZI|LD_ONE_POT_PRESSURE|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI,SN_TEA_BISCUIT_RUSK|SN_LEFTOVER_ROLL|SN_SOUTH_TIFFIN_SNACK|SN_STEAMED_SNACK|SN_FRIED_PAKORA_SAMOSA|SN_CURD_CHAAS_LASSI,DN_LIGHT_ROTI_SABZI|DN_LEFTOVER_THALI|LD_VEG_BIRYANI_SPECIAL|LD_WEEKEND_SPECIAL_REGIONAL|LD_FESTIVE_THALI|LD_OUTSIDE_DELIVERY_INDIAN
